solution_EF;solution_PBDW;solution_PBDW_eta;solution_PBDW_z
0.23169;0.23169;8.1894e-08;0.23169
0.33716;0.33716;-1.0534e-08;0.33716
0.37689;0.37689;-4.3004e-08;0.37689
0.49915;0.49915;1.9307e-07;0.49915
0.35267;0.35267;7.6691e-11;0.35267
0.37277;0.37277;1.6558e-07;0.37277
0.22716;0.22716;1.2865e-07;0.22716
0.33573;0.33573;4.5318e-08;0.33573
0.49244;0.49244;1.9666e-07;0.49244
0.31882;0.31882;-4.9047e-08;0.31882
0.4221;0.4221;2.1137e-07;0.4221
0.22668;0.22668;1.4474e-07;0.22668
0.39014;0.39014;-1.572e-08;0.39014
0.44419;0.44419;1.0364e-07;0.44419
0.2723;0.2723;-2.8148e-07;0.2723
0.47049;0.47049;-3.0648e-07;0.47049
0.26271;0.26271;-2.4573e-07;0.26271
0.35153;0.35153;2.1094e-08;0.35153
0.3592;0.3592;-4.0596e-08;0.3592
0.42216;0.42216;1.0077e-07;0.42216
0.49309;0.49309;-4.1038e-07;0.49309
0.25202;0.25202;-1.292e-07;0.25202
0.28765;0.28765;-1.9306e-07;0.28765
0.50931;0.50931;1.4386e-07;0.50931
0.33817;0.33817;-1.0027e-08;0.33817
0.40159;0.40159;2.2288e-07;0.40159
0.21922;0.21922;1.4139e-07;0.21922
0.34395;0.34395;1.6991e-08;0.34395
0.3724;0.3724;2.0869e-07;0.3724
0.23861;0.23861;1.5386e-07;0.23861
0.41622;0.41622;-6.154e-09;0.41622
0.38494;0.38494;-2.6625e-08;0.38494
0.3181;0.3181;-7.3757e-09;0.3181
0.40368;0.40368;1.8067e-07;0.40368
0.24376;0.24376;2.1151e-07;0.24376
0.42737;0.42737;-6.7188e-08;0.42737
0.32501;0.32501;8.5915e-08;0.32501
0.26509;0.26509;7.5405e-08;0.26509
0.50091;0.50091;-3.6996e-08;0.50091
0.53873;0.53873;-7.117e-08;0.53873
0.38917;0.38917;1.2168e-07;0.38917
0.35876;0.35876;-1.0313e-08;0.35876
0.20839;0.20839;4.1396e-08;0.20839
0.46042;0.46042;1.3937e-07;0.46042
0.30636;0.30636;-4.7887e-08;0.30636
0.42099;0.42099;8.9364e-08;0.42099
0.24559;0.24559;1.3096e-07;0.24559
0.41996;0.41996;4.1411e-08;0.41996
0.32862;0.32862;4.5112e-08;0.32862
0.38231;0.38231;1.4034e-07;0.38231
0.25108;0.25108;1.4302e-07;0.25107
0.28173;0.28173;2.0508e-07;0.28173
0.2762;0.2762;2.2987e-07;0.2762
0.49694;0.49694;1.424e-07;0.49694
0.36132;0.36132;1.0368e-09;0.36132
0.35932;0.35932;8.3731e-08;0.35932
0.23033;0.23033;1.1424e-07;0.23033
0.42502;0.42502;-3.1293e-09;0.42502
0.51465;0.51465;5.3251e-08;0.51465
0.35433;0.35433;-6.3109e-09;0.35433
0.37971;0.37971;1.4741e-07;0.37971
0.21936;0.21936;1.0971e-07;0.21936
0.26771;0.26771;4.1677e-08;0.26771
0.38128;0.38128;-7.6991e-09;0.38128
0.32769;0.32769;-9.2648e-08;0.32769
0.24309;0.24309;8.086e-08;0.24308
0.52685;0.52685;-2.1985e-07;0.52685
0.35368;0.35368;6.8847e-09;0.35368
0.37747;0.37747;-1.0789e-08;0.37747
0.21938;0.21938;5.8472e-08;0.21938
0.49672;0.49672;2.2267e-07;0.49672
0.31684;0.31684;-6.1302e-08;0.31684
0.4289;0.4289;2.289e-07;0.4289
0.22429;0.22429;1.0325e-07;0.22429
0.45467;0.45467;1.1479e-07;0.45467
0.29734;0.29734;-7.9616e-08;0.29734
0.43247;0.43247;9.0853e-09;0.43247
0.25002;0.25002;1.8273e-08;0.25002
0.37814;0.37814;5.5093e-08;0.37814
0.54956;0.54956;-2.175e-07;0.54956
0.20649;0.20649;3.2701e-09;0.20649
0.37061;0.37061;-1.9023e-08;0.37061
0.31591;0.31591;8.0174e-08;0.31591
0.49397;0.49397;1.8824e-07;0.49397
0.32996;0.32996;-1.7806e-08;0.32996
0.40439;0.40439;2.5158e-07;0.40439
0.22653;0.22653;1.8797e-07;0.22653
0.50965;0.50965;-2.8255e-07;0.50965
0.31344;0.31344;-1.1709e-07;0.31344
0.40306;0.40306;5.3987e-08;0.40306
0.23655;0.23655;-2.5101e-08;0.23655
0.35829;0.35829;1.8519e-08;0.35829
0.33673;0.33673;-1.258e-07;0.33673
0.26724;0.26724;2.0504e-07;0.26724
0.3571;0.3571;1.7532e-08;0.3571
0.34978;0.34978;1.7831e-08;0.34978
0.24728;0.24728;1.445e-07;0.24728
0.31659;0.31659;4.5629e-08;0.31659
0.25907;0.25907;8.9951e-08;0.25907
0.33409;0.33409;-1.6104e-07;0.33409
0.4094;0.4094;-2.8967e-08;0.4094
0.26266;0.26266;-9.0872e-09;0.26266
0.29171;0.29171;-2.5331e-07;0.29171
0.50469;0.50469;3.3852e-07;0.50469
0.31563;0.31563;-7.5646e-08;0.31563
0.43787;0.43787;3.3601e-07;0.43787
0.22007;0.22007;5.555e-08;0.22007
0.411;0.411;3.2155e-08;0.411
0.34169;0.34169;3.2445e-08;0.34169
0.39039;0.39039;-1.4707e-07;0.39039
0.27502;0.27502;1.5249e-07;0.27502
0.30277;0.30277;-1.8459e-07;0.30277
0.33818;0.33818;-2.966e-08;0.33818
0.3534;0.3534;-8.4481e-08;0.3534
0.41608;0.41608;-3.0178e-08;0.41608
0.29253;0.29253;4.6251e-08;0.29253
0.27755;0.27755;-7.6119e-08;0.27755
0.42711;0.42711;5.9303e-08;0.42711
0.26327;0.26327;-1.5144e-07;0.26327
0.47473;0.47473;-4.6273e-07;0.47473
0.27808;0.27808;-2.1383e-07;0.27808
0.36691;0.36691;-2.8496e-08;0.36691
0.32521;0.32521;-1.6412e-07;0.32521
0.36867;0.36867;6.1006e-10;0.36867
0.34521;0.34521;5.0604e-09;0.34521
0.23696;0.23696;1.0585e-07;0.23696
0.45023;0.45023;1.2511e-07;0.45023
0.27341;0.27341;-2.9784e-07;0.27341
0.47335;0.47335;-2.3982e-07;0.47335
0.25848;0.25848;-3.1296e-07;0.25848
0.36438;0.36438;1.7357e-09;0.36438
0.47892;0.47892;1.8761e-07;0.47892
0.32054;0.32054;-2.6665e-08;0.32054
0.40942;0.40942;2.2091e-07;0.40942
0.23463;0.23463;2.3148e-07;0.23463
0.46362;0.46362;-2.7455e-07;0.46362
0.48549;0.48549;2.2682e-07;0.48549
0.33287;0.33287;-5.1992e-09;0.33287
0.39425;0.39425;2.9332e-07;0.39425
0.23158;0.23158;1.9719e-07;0.23158
0.52902;0.52902;2.1942e-07;0.52902
0.33353;0.33353;-2.1382e-08;0.33353
0.42534;0.42534;2.61e-07;0.42534
0.20865;0.20865;1.0751e-07;0.20865
0.37047;0.37047;-2.0498e-08;0.37047
0.33027;0.33027;-1.0567e-07;0.33027
0.25548;0.25548;1.6394e-07;0.25548
0.43754;0.43754;-9.175e-08;0.43754
0.37706;0.37706;-1.9948e-08;0.37706
0.50979;0.50979;-2.2816e-08;0.50979
0.3678;0.3678;-4.2317e-09;0.3678
0.3574;0.3574;5.0584e-08;0.3574
0.22515;0.22515;9.5762e-08;0.22515
0.27362;0.27362;-2.3987e-07;0.27362
0.48609;0.48609;-3.7397e-07;0.48609
0.26083;0.26083;-2.2503e-07;0.26083
0.43531;0.43531;1.1479e-07;0.43531
0.29694;0.29694;2.397e-08;0.29694
0.39113;0.39113;-1.7537e-08;0.39113
0.30267;0.30267;1.0104e-07;0.30267
0.50151;0.50151;-3.6083e-07;0.50151
0.29652;0.29652;-1.6533e-07;0.29652
0.41598;0.41598;1.0447e-07;0.41598
0.24546;0.24546;-8.9548e-08;0.24546
0.44309;0.44309;-5.1128e-08;0.44309
0.4024;0.4024;1.2383e-07;0.4024
0.19375;0.19375;-2.1835e-07;0.19375
0.5775;0.5775;-9.8286e-08;0.5775
0.37039;0.3704;-1.1262e-08;0.3704
0.38305;0.38305;-1.0753e-08;0.38305
0.48576;0.48576;2.2522e-07;0.48576
0.30505;0.30505;-1.137e-07;0.30505
0.44175;0.44175;1.9521e-07;0.44175
0.23072;0.23072;-9.5718e-09;0.23072
0.32046;0.32046;-1.6288e-07;0.32046
0.52091;0.52091;-1.7345e-07;0.52091
0.35171;0.35171;8.0832e-09;0.35171
0.37647;0.37647;-6.9696e-09;0.37647
0.22199;0.22199;6.7227e-08;0.22199
0.43476;0.43476;8.2992e-08;0.43476
0.36191;0.36191;-6.4388e-08;0.36191
0.41192;0.41192;1.9054e-08;0.41192
0.30696;0.30696;7.478e-08;0.30696
0.27899;0.27899;-2.5433e-08;0.27899
0.50321;0.50321;1.8894e-07;0.50321
0.32614;0.32614;-3.0523e-08;0.32614
0.41746;0.41746;2.2946e-07;0.41746
0.22118;0.22118;1.4868e-07;0.22118
0.49761;0.49761;1.9484e-07;0.49761
0.33963;0.33963;-5.6426e-09;0.33963
0.39138;0.39138;2.5532e-07;0.39138
0.22571;0.22571;1.6034e-07;0.22571
0.28675;0.28675;-1.6365e-08;0.28675
0.41353;0.41353;5.6544e-09;0.41353
0.30226;0.30226;6.708e-08;0.30226
0.27821;0.27821;-3.7053e-08;0.27821
0.34152;0.34152;6.2463e-09;0.34152
0.43419;0.43419;8.1891e-08;0.43419
0.54152;0.54152;-2.6219e-07;0.54152
0.34981;0.34981;-1.4168e-08;0.34981
0.3865;0.3865;-2.3118e-09;0.3865
0.21545;0.21545;6.682e-09;0.21545
0.30188;0.30188;1.072e-07;0.30188
0.33747;0.33747;2.0962e-08;0.33747
0.39798;0.39798;1.3505e-08;0.39798
0.47341;0.47341;2.6121e-07;0.47341
0.35001;0.35001;3.2212e-08;0.35001
0.35759;0.35759;6.217e-08;0.35759
0.24772;0.24772;1.4624e-07;0.24772
0.54377;0.54377;1.794e-08;0.54377
0.35191;0.35191;-3.6168e-09;0.35191
0.54547;0.54547;-2.5897e-08;0.54547
0.35594;0.35594;-6.7006e-09;0.35594
0.40455;0.40455;1.7316e-07;0.40455
0.39895;0.39895;1.4938e-07;0.39895
0.20442;0.20442;1.5717e-08;0.20442
0.2045;0.2045;6.3665e-09;0.2045
0.32933;0.32933;1.857e-08;0.32933
0.43781;0.43781;1.33e-07;0.43781
0.37866;0.37866;-3.7886e-08;0.37866
0.29322;0.29322;1.4093e-07;0.29322
0.43227;0.43227;-1.1668e-08;0.43227
0.45446;0.45446;1.2957e-07;0.45446
0.27869;0.27869;-2.8744e-07;0.27869
0.46642;0.46642;-1.7752e-07;0.46642
0.25406;0.25406;-2.8251e-07;0.25406
0.52488;0.52488;-2.2576e-07;0.52488
0.34268;0.34268;-2.6866e-08;0.34268
0.38486;0.38486;2.1835e-09;0.38486
0.22272;0.22272;3.5226e-08;0.22272
0.33971;0.33971;-7.7886e-08;0.33971
0.35275;0.35275;1.4595e-08;0.35275
0.36077;0.36077;1.1189e-07;0.36077
0.23962;0.23962;1.3886e-07;0.23962
0.47459;0.47459;2.8836e-07;0.47459
0.41956;0.41956;-3.7733e-08;0.41956
0.28529;0.28529;1.4003e-08;0.28529
0.27635;0.27635;-1.17e-07;0.27635
0.45089;0.45089;-1.4274e-07;0.45089
0.41344;0.41344;5.8917e-08;0.41344
0.37778;0.37778;-1.7245e-09;0.37778
0.33477;0.33477;-5.1555e-08;0.33477
0.23832;0.23832;8.2352e-08;0.23832
0.44942;0.44942;-2.0668e-07;0.44942
0.45239;0.45239;7.5969e-08;0.45239
0.37539;0.37539;3.5282e-09;0.37539
0.48898;0.48898;8.7656e-08;0.48898
0.36069;0.36069;1.0707e-08;0.36069
0.33831;0.33831;-8.4424e-08;0.33831
0.2592;0.2592;1.8504e-07;0.2592
0.38955;0.38955;-1.1378e-08;0.38955
0.3495;0.3495;-8.2967e-08;0.3495
0.5147;0.5147;1.7835e-07;0.5147
0.33119;0.33119;-1.7836e-08;0.33119
0.41754;0.41754;2.3282e-07;0.41754
0.21558;0.21558;1.3931e-07;0.21558
0.53521;0.53521;-2.6124e-07;0.53521
0.34984;0.34984;-1.2564e-08;0.34984
0.38379;0.38379;-6.5151e-09;0.38379
0.21743;0.21743;2.5436e-08;0.21743
0.51095;0.51095;1.1628e-07;0.51095
0.346;0.346;-6.1887e-09;0.346
0.39015;0.39015;1.9891e-07;0.39015
0.21962;0.21962;1.2607e-07;0.21962
0.40896;0.40896;1.6411e-07;0.40896
0.19581;0.19581;-2.2298e-07;0.19581
0.3879;0.3879;8.1411e-08;0.3879
0.5714;0.5714;-1.5445e-07;0.5714
0.56687;0.56687;-2.7059e-08;0.56687
0.36048;0.36048;-8.6387e-09;0.36048
0.19803;0.19803;-1.0205e-07;0.19803
0.37473;0.37473;-1.3269e-08;0.37473
0.3737;0.3737;-5.4564e-08;0.3737
0.26512;0.26512;2.1505e-07;0.26512
0.32207;0.32207;-1.5512e-07;0.32207
0.3188;0.3188;-2.4506e-08;0.3188
0.5426;0.5426;-2.7889e-07;0.5426
0.36373;0.36373;1.6563e-08;0.36373
0.37709;0.37709;-2.0603e-08;0.37709
0.21175;0.21175;2.6012e-08;0.21175
0.45165;0.45165;1.1593e-07;0.45165
0.2799;0.2799;-2.5584e-07;0.2799
0.46175;0.46175;-1.85e-07;0.46175
0.25545;0.25545;-2.1689e-07;0.25545
0.39519;0.39519;-3.4637e-08;0.39519
0.49652;0.49652;-3.8456e-07;0.49652
0.29342;0.29342;-1.7757e-07;0.29342
0.41738;0.41738;9.3424e-08;0.41738
0.24844;0.24844;-9.8002e-08;0.24844
0.40221;0.40221;-4.6448e-09;0.40221
0.27334;0.27334;2.4269e-07;0.27334
0.55319;0.55319;-2.2671e-09;0.55319
0.35527;0.35527;-6.0922e-09;0.35527
0.40637;0.40637;1.703e-07;0.40637
0.20074;0.20074;-5.3063e-08;0.20074
0.43044;0.43044;2.5693e-08;0.43044
0.278;0.278;-8.3638e-08;0.278
0.27025;0.27025;-1.5769e-07;0.27025
0.35288;0.35288;-6.416e-08;0.35288
0.54659;0.54659;6.8465e-08;0.54659
0.34787;0.34787;-4.9161e-09;0.34787
0.4141;0.4141;2.1034e-07;0.4141
0.2023;0.2023;-5.2356e-10;0.2023
0.39245;0.39245;1.713e-08;0.39245
0.22192;0.22192;2.9356e-09;0.22192
0.53217;0.53217;-2.5984e-07;0.53217
0.33672;0.33672;-4.5809e-08;0.33672
0.47527;0.47527;-2.1803e-08;0.47527
0.34488;0.34488;-1.2864e-07;0.34488
0.53258;0.53258;9.8733e-08;0.53258
0.34285;0.34285;-3.4946e-10;0.34285
0.41129;0.4113;2.074e-07;0.4113
0.20812;0.20812;8.5611e-08;0.20812
0.53186;0.53186;-9.6143e-08;0.53186
0.36083;0.36083;-1.2227e-08;0.36083
0.38108;0.38108;1.0347e-07;0.38108
0.21224;0.21224;6.8845e-08;0.21224
0.55734;0.55734;9.3887e-09;0.55734
0.35507;0.35507;-6.9704e-09;0.35507
0.41036;0.41036;1.8431e-07;0.41036
0.1988;0.1988;-1.0477e-07;0.1988
0.48836;0.48836;-1.9474e-08;0.48836
0.48565;0.48565;-3.3884e-07;0.48565
0.29844;0.29844;-1.908e-07;0.29844
0.4089;0.4089;3.0824e-08;0.4089
0.25078;0.25078;-4.0707e-08;0.25078
0.47004;0.47004;1.7181e-07;0.47004
0.29295;0.29295;-1.7997e-07;0.29295
0.4517;0.4517;3.5212e-08;0.4517
0.24123;0.24123;-1.3912e-07;0.24123
0.36755;0.36755;2.3441e-08;0.36755
0.54956;0.54956;-2.6157e-07;0.54956
0.20869;0.20869;2.1512e-09;0.20869
0.37758;0.37758;-1.9184e-08;0.37758
0.50863;0.50863;1.2115e-07;0.50863
0.34906;0.34906;-4.8555e-09;0.34906
0.38388;0.38388;1.8654e-07;0.38388
0.22141;0.22141;1.2508e-07;0.22141
0.34573;0.34573;-2.7838e-08;0.34573
0.42474;0.42474;6.2501e-08;0.42474
0.54498;0.54498;-1.7202e-07;0.54498
0.38193;0.38193;7.7583e-08;0.38193
0.36611;0.36611;-1.6263e-08;0.36611
0.20735;0.20735;2.0619e-08;0.20735
0.36351;0.36351;-7.5828e-09;0.36351
0.53843;0.53843;-1.9019e-07;0.53843
0.37664;0.37664;6.7775e-08;0.37664
0.36662;0.36662;-1.7448e-08;0.36662
0.21056;0.21056;4.8507e-08;0.21056
0.36355;0.36355;-5.9177e-08;0.36355
0.39715;0.39715;1.0872e-07;0.39715
0.19534;0.19534;-1.591e-07;0.19534
0.57404;0.57404;-1.153e-07;0.57404
0.37081;0.37081;-1.1781e-08;0.37081
0.40257;0.40257;1.0645e-08;0.40257
0.4591;0.4591;-1.5446e-07;0.4591
0.50969;0.50969;-1.3833e-07;0.50969
0.33889;0.33889;-3.2785e-08;0.33889
0.38176;0.38176;3.8104e-09;0.38176
0.22928;0.22928;5.6106e-08;0.22928
0.33073;0.33073;8.727e-08;0.33073
0.42468;0.42468;6.3686e-08;0.42468
0.4476;0.4476;1.5036e-07;0.4476
0.36678;0.36678;-1.4339e-08;0.36678
0.3318;0.3318;-1.0979e-07;0.3318
0.25947;0.25947;1.9136e-07;0.25947
0.48425;0.48425;3.2135e-07;0.48424
0.34578;0.34578;8.7212e-09;0.34578
0.37435;0.37435;2.2161e-07;0.37435
0.23405;0.23405;1.5045e-07;0.23405
0.51837;0.51837;7.6537e-08;0.51837
0.34758;0.34758;-6.3372e-09;0.34758
0.39269;0.39269;1.8274e-07;0.39269
0.21607;0.21607;1.0914e-07;0.21607
0.3357;0.3357;1.3289e-08;0.3357
0.38318;0.38318;2.7364e-07;0.38318
0.23862;0.23862;1.7758e-07;0.23862
0.47719;0.47719;3.2007e-07;0.47719
0.41527;0.41527;-5.4881e-08;0.41527
0.39923;0.39923;1.2898e-07;0.39923
0.19857;0.19857;-1.0633e-07;0.19857
0.56263;0.56263;-7.5883e-08;0.56263
0.36384;0.36384;-1.0211e-08;0.36384
0.40017;0.40017;2.7265e-08;0.40017
0.46436;0.46436;2.2882e-07;0.46436
0.39646;0.39646;-2.2472e-08;0.39646
0.34045;0.34045;5.9538e-08;0.34045
0.46882;0.46882;1.5678e-07;0.46882
0.30503;0.30503;-7.6379e-08;0.30503
0.42866;0.42866;1.0013e-07;0.42866
0.24055;0.24055;9.3292e-08;0.24055
0.33397;0.33397;7.9939e-08;0.33397
0.37048;0.37048;5.1208e-08;0.37048
0.25773;0.25773;1.2043e-07;0.25773
0.33939;0.33939;9.7675e-08;0.33939
0.26725;0.26725;1.1304e-07;0.26725
0.37202;0.37202;2.2117e-09;0.37202
0.51024;0.51024;2.3837e-07;0.51024
0.32403;0.32403;-4.0243e-08;0.32403
0.42682;0.42682;2.5757e-07;0.42682
0.21734;0.21734;1.2481e-07;0.21734
0.43939;0.43939;-1.3761e-07;0.43939
0.44333;0.44333;8.7176e-08;0.44333
0.27714;0.27714;-2.1216e-07;0.27714
0.46056;0.46056;-2.5398e-07;0.46056
0.26164;0.26164;-1.8844e-07;0.26164
0.38895;0.38895;-9.007e-08;0.38895
0.2625;0.2625;1.205e-07;0.2625
0.30908;0.30908;-2.1707e-07;0.30908
0.35784;0.35784;-4.5911e-08;0.35784
0.40852;0.40852;-2.4296e-08;0.40852
0.29798;0.29798;7.5231e-08;0.29798
0.28261;0.28261;-6.4484e-08;0.28261
0.42386;0.42386;8.0614e-08;0.42386
0.52116;0.52116;-7.8408e-08;0.52116
0.36385;0.36385;-1.0385e-08;0.36385
0.36962;0.36961;8.2561e-08;0.36961
0.21832;0.21832;9.3774e-08;0.21832
0.38299;0.38299;-1.5765e-09;0.38299
0.52728;0.52728;2.0364e-07;0.52728
0.33363;0.33363;-1.7506e-08;0.33363
0.42358;0.42358;2.5279e-07;0.42358
0.2095;0.2095;1.2085e-07;0.2095
0.30068;0.30068;-4.2614e-08;0.30068
0.36298;0.36298;4.1222e-09;0.36298
0.351;0.351;4.1172e-08;0.351
0.23739;0.23739;1.1911e-07;0.23739
0.42286;0.42286;2.4257e-08;0.42286
0.30059;0.30059;4.341e-08;0.30059
0.27139;0.27139;-1.9729e-08;0.27139
0.48891;0.48891;2.2519e-07;0.48891
0.30903;0.30903;-9.3066e-08;0.30903
0.43692;0.43692;2.0682e-07;0.43692
0.22873;0.22873;3.8085e-08;0.22873
0.38067;0.38067;6.1213e-08;0.38067
0.56389;0.56389;-1.8832e-07;0.56389
0.2016;0.2016;-5.8298e-08;0.2016
0.37562;0.37562;-1.4787e-08;0.37562
0.46862;0.46862;-5.5734e-08;0.46862
0.35069;0.35069;-1.4146e-09;0.35069
0.38738;0.38738;8.2815e-08;0.38738
0.56281;0.56281;-1.5498e-07;0.56281
0.20057;0.20057;-6.6852e-08;0.20057
0.37095;0.37095;-1.4208e-08;0.37095
0.28446;0.28446;-4.3263e-08;0.28446
0.32495;0.32495;-5.251e-08;0.32495
0.30761;0.30761;8.3454e-08;0.30761
0.39827;0.39827;-3.072e-08;0.39827
0.45299;0.45299;1.694e-07;0.45299
0.46978;0.46978;-2.2262e-07;0.46978
0.27132;0.27132;1.5152e-07;0.27132
0.49825;0.49825;2.6931e-07;0.49825
0.31356;0.31356;-7.9619e-08;0.31356
0.43623;0.43623;2.7226e-07;0.43623
0.22349;0.22349;5.6053e-08;0.22349
0.30826;0.30826;3.2388e-08;0.30826
0.26324;0.26324;4.3724e-08;0.26324
0.41504;0.41504;2.126e-07;0.41504
0.20024;0.20024;-5.1318e-08;0.20024
0.55186;0.55186;5.6141e-08;0.55186
0.3499;0.3499;-7.1363e-09;0.3499
0.37303;0.37303;4.1371e-08;0.37303
0.56077;0.56077;-2.147e-07;0.56077
0.20417;0.20417;-3.9192e-08;0.20417
0.37907;0.37907;-1.3866e-08;0.37907
0.42203;0.42203;8.4458e-08;0.42203
0.4561;0.4561;1.4674e-07;0.4561
0.48245;0.48245;-3.9269e-07;0.48245
0.29263;0.29263;-2.0355e-07;0.29263
0.41374;0.41374;3.7e-08;0.41374
0.2542;0.2542;-6.6017e-08;0.2542
0.53437;0.53437;1.1139e-08;0.53437
0.35186;0.35186;-5.2509e-09;0.35186
0.39727;0.39727;1.6085e-07;0.39727
0.20893;0.20893;5.9191e-08;0.20893
0.48925;0.48925;2.1143e-07;0.48925
0.41634;0.41634;-5.3415e-08;0.41634
0.40455;0.40455;-2.8752e-08;0.40455
0.37234;0.37234;8.4566e-09;0.37234
0.52824;0.52824;1.3692e-07;0.52824
0.33852;0.33852;-3.5964e-09;0.33852
0.41544;0.41544;2.2292e-07;0.41544
0.20961;0.20961;1.1213e-07;0.20961
0.40035;0.40035;1.1602e-07;0.40035
0.19387;0.19387;-1.9488e-07;0.19387
0.57721;0.57721;-8.6174e-08;0.57721
0.36901;0.36901;-1.0783e-08;0.36901
0.40953;0.40953;-1.9539e-08;0.40953
0.35481;0.35481;3.2953e-08;0.35481
0.33875;0.33875;-1.3585e-07;0.33875
0.49556;0.49556;-5.3163e-08;0.49556
0.46645;0.46645;1.5037e-07;0.46645
0.30059;0.30059;-9.8057e-08;0.30059
0.43663;0.43663;2.7823e-08;0.43663
0.24234;0.24234;3.1507e-08;0.24234
0.44069;0.44069;8.1401e-08;0.44069
0.45268;0.45268;-8.673e-09;0.45268
0.29093;0.29093;1.3222e-07;0.29093
0.49242;0.49242;-4.0499e-07;0.49242
0.28379;0.28379;-2.0318e-07;0.28379
0.42561;0.42561;1.1264e-07;0.42561
0.2539;0.2539;-1.5589e-07;0.2539
0.39118;0.39118;1.0244e-07;0.39118
0.55666;0.55666;-1.2049e-07;0.55666
0.20181;0.20181;-4.5237e-08;0.20181
0.36575;0.36575;-1.2684e-08;0.36575
0.33681;0.33681;-4.9302e-08;0.33681
0.48696;0.48696;-4.0638e-07;0.48696
0.27712;0.27712;-2.2432e-07;0.27712
0.43161;0.43161;1.0805e-07;0.43161
0.25887;0.25887;-2.001e-07;0.25887
0.33883;0.33883;4.7071e-08;0.33883
0.37001;0.37001;3.1769e-08;0.37001
0.55598;0.55598;-2.3446e-07;0.55598
0.20622;0.20622;-2.1353e-08;0.20622
0.37885;0.37885;-1.5546e-08;0.37885
0.52958;0.52958;-2.5158e-07;0.52958
0.33856;0.33856;-4.0758e-08;0.33856
0.38997;0.38997;1.1473e-08;0.38997
0.22223;0.22223;1.3215e-08;0.22223
0.48503;0.48503;1.7593e-07;0.48503
0.37029;0.3703;-1.1002e-08;0.3703
0.30948;0.30948;6.7502e-08;0.30948
0.30528;0.30528;9.3555e-08;0.30528
0.49747;0.49747;3.1194e-07;0.49747
0.31024;0.31024;-9.7767e-08;0.31024
0.44191;0.44191;3.2891e-07;0.44191
0.22403;0.22403;1.108e-08;0.22403
0.43804;0.43804;-1.2901e-07;0.43804
0.49008;0.49008;2.8041e-07;0.49008
0.50515;0.50515;-3.3496e-07;0.50515
0.30228;0.30228;-1.4853e-07;0.30228
0.4117;0.4117;9.046e-08;0.4117
0.24202;0.24202;-6.5959e-08;0.24202
0.426;0.426;1.6011e-08;0.426
0.27275;0.27275;-8.4276e-08;0.27275
0.45642;0.45642;-2.8643e-07;0.45642
0.2751;0.2751;-1.9225e-07;0.2751
0.4872;0.4872;2.0239e-07;0.4872
0.32891;0.32891;-1.4408e-08;0.32891
0.40158;0.40158;2.6818e-07;0.40158
0.23022;0.23022;2.0819e-07;0.23022
0.44657;0.44657;1.8618e-07;0.44657
0.46536;0.46536;1.2158e-07;0.46536
0.34824;0.34824;-1.8112e-08;0.34824
0.29229;0.29229;-5.756e-08;0.29229
0.34012;0.34012;5.2858e-08;0.34012
0.36744;0.36744;9.663e-08;0.36744
0.25069;0.25069;1.4298e-07;0.25069
0.4022;0.4022;-1.5862e-08;0.4022
0.48768;0.48768;2.8056e-07;0.48767
0.34257;0.34257;4.0826e-09;0.34257
0.38088;0.38088;2.5994e-07;0.38088
0.23166;0.23166;1.5895e-07;0.23166
0.49389;0.49389;-3.8116e-07;0.49389
0.2952;0.2952;-1.7794e-07;0.2952
0.41474;0.41475;7.2752e-08;0.41475
0.24873;0.24873;-8.1144e-08;0.24873
0.45178;0.45178;1.0464e-07;0.45178
0.28964;0.28964;-1.2726e-07;0.28964
0.44381;0.44381;-6.9679e-08;0.44381
0.25308;0.25308;-7.4725e-08;0.25308
0.40296;0.40296;-1.2217e-07;0.40296
0.27175;0.27175;6.4501e-08;0.27175
0.29326;0.29326;-2.2804e-07;0.29326
0.40181;0.40181;-3.2064e-08;0.40181
0.30033;0.30033;-2.4479e-07;0.30033
0.25763;0.25763;2.2422e-08;0.25763
0.43717;0.43717;6.238e-08;0.43717
0.27611;0.27611;-1.5775e-07;0.27611
0.45797;0.45797;-2.7334e-07;0.45797
0.26611;0.26611;-1.7521e-07;0.26611
0.51966;0.51966;-1.236e-07;0.51966
0.37016;0.37016;-9.5179e-09;0.37016
0.3597;0.3597;4.2378e-08;0.3597
0.22077;0.22077;8.5584e-08;0.22077
0.44978;0.44978;-7.9654e-08;0.44978
0.40078;0.40078;-3.18e-08;0.40078
0.29852;0.29852;9.2312e-08;0.29852
0.28818;0.28818;-7.6078e-08;0.28818
0.44376;0.44376;-1.4699e-07;0.44376
0.45662;0.45662;-2.7383e-07;0.45662
0.43607;0.43607;-7.5125e-08;0.43607
0.40227;0.40227;-3.9817e-08;0.40227
0.38753;0.38753;-1.3007e-08;0.38753
0.31925;0.31925;-1.4022e-07;0.31925
0.24677;0.24677;6.5346e-08;0.24677
0.31315;0.31315;8.0197e-09;0.31315
0.40346;0.40346;9.883e-08;0.40346
0.25245;0.25245;1.3175e-07;0.25245
0.36291;0.36291;-4.5195e-08;0.36291
0.44758;0.44758;1.9329e-07;0.44758
0.50263;0.50263;1.2207e-07;0.50263
0.35877;0.35877;-1.329e-09;0.35877
0.36601;0.36601;1.1268e-07;0.36601
0.22664;0.22664;1.157e-07;0.22664
0.33941;0.33941;-1.1373e-07;0.33941
